Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
2023-07-03,119.23999786376953,120.19000244140625,118.81999969482422,119.9000015258789,119.7625503540039,14467900,GOOGL
2023-07-05,119.23999786376953,122.61000061035156,119.2300033569336,121.75,121.61042785644531,27584800,GOOGL
2023-07-06,119.80000305175781,120.30000305175781,118.4000015258789,120.11000061035156,119.9723129272461,24745200,GOOGL
2023-07-07,120.0999984741211,121.05000305175781,119.4000015258789,119.4800033569336,119.34303283691406,21692600,GOOGL
2023-07-10,118.30000305175781,118.30999755859375,116.13999938964844,116.44999694824219,116.31649780273438,35315200,GOOGL
2023-07-11,116.29000091552734,117.70999908447266,115.3499984741211,117.13999938964844,117.0057144165039,23078800,GOOGL
2023-07-12,118.80000305175781,120.33000183105469,118.41000366210938,118.93000030517578,118.79366302490234,30404400,GOOGL
2023-07-13,120.93000030517578,124.83000183105469,120.44999694824219,124.54000091552734,124.39723205566406,44297900,GOOGL
2023-07-14,124.80000305175781,126.77999877929688,123.48999786376953,125.41999816894531,125.2762222290039,33266800,GOOGL
2023-07-17,125.94000244140625,127.0999984741211,124.19999694824219,124.6500015258789,124.5071029663086,25716200,GOOGL
2023-07-18,124.5999984741211,124.68000030517578,122.95999908447266,123.76000213623047,123.61812591552734,26226400,GOOGL
2023-07-19,124.5999984741211,125.18000030517578,121.80000305175781,122.02999877929688,121.89010620117188,37224000,GOOGL
2023-07-20,121.41999816894531,124.08999633789062,118.22000122070312,119.19999694824219,119.06334686279297,37906800,GOOGL
2023-07-21,120.62000274658203,120.98999786376953,118.7300033569336,120.0199966430664,119.88240814208984,72937900,GOOGL
2023-07-24,121.66000366210938,123.0,120.9800033569336,121.52999877929688,121.39067840576172,29686100,GOOGL
2023-07-25,121.36000061035156,123.1500015258789,121.0199966430664,122.20999908447266,122.06990051269531,52509600,GOOGL
2023-07-26,130.07000732421875,130.97999572753906,128.32000732421875,129.27000427246094,129.12181091308594,61682100,GOOGL
2023-07-27,131.6699981689453,133.24000549316406,128.7899932861328,129.39999389648438,129.25164794921875,44952100,GOOGL
2023-07-28,130.77999877929688,133.74000549316406,130.57000732421875,132.5800018310547,132.42800903320312,36591200,GOOGL
2023-07-31,132.72999572753906,133.52999877929688,131.77999877929688,132.72000122070312,132.56785583496094,28055500,GOOGL
2023-08-01,130.77999877929688,132.6300048828125,130.67999267578125,131.5500030517578,131.39920043945312,23166800,GOOGL
2023-08-02,129.4499969482422,130.08999633789062,127.55999755859375,128.3800048828125,128.2328338623047,26273300,GOOGL
2023-08-03,127.97000122070312,129.38999938964844,127.41999816894531,128.4499969482422,128.30274963378906,20089500,GOOGL
2023-08-04,129.27999877929688,131.50999450683594,127.91000366210938,128.11000061035156,127.963134765625,26130000,GOOGL
2023-08-07,129.16000366210938,131.61000061035156,129.02000427246094,131.52999877929688,131.37921142578125,22746300,GOOGL
2023-08-08,130.6199951171875,131.50999450683594,129.5399932861328,131.39999389648438,131.24935913085938,23535200,GOOGL
2023-08-09,131.66000366210938,132.0399932861328,129.0,129.66000366210938,129.51136779785156,24912900,GOOGL
2023-08-10,131.32000732421875,132.0500030517578,129.4499969482422,129.69000244140625,129.5413360595703,20857800,GOOGL
2023-08-11,128.66000366210938,129.92999267578125,128.1699981689453,129.55999755859375,129.41146850585938,19569200,GOOGL
2023-08-14,129.38999938964844,131.3699951171875,128.9600067138672,131.3300018310547,131.179443359375,24695600,GOOGL
2023-08-15,131.10000610351562,131.4199981689453,129.27999877929688,129.77999877929688,129.6312255859375,19770700,GOOGL
2023-08-16,128.6999969482422,130.27999877929688,127.87000274658203,128.6999969482422,128.55245971679688,25216100,GOOGL
2023-08-17,129.8000030517578,131.99000549316406,129.2899932861328,129.9199981689453,129.77105712890625,33446300,GOOGL
2023-08-18,128.50999450683594,129.25,126.37999725341797,127.45999908447266,127.31388092041016,30491300,GOOGL
2023-08-21,127.18000030517578,128.72999572753906,126.55999755859375,128.3699951171875,128.22283935546875,25248700,GOOGL
2023-08-22,128.50999450683594,130.27999877929688,128.32000732421875,129.0800018310547,128.93202209472656,22067500,GOOGL
2023-08-23,130.17999267578125,133.41000366210938,129.8699951171875,132.3699951171875,132.21824645996094,27819700,GOOGL
2023-08-24,133.9499969482422,134.25,129.57000732421875,129.77999877929688,129.6312255859375,28500700,GOOGL
2023-08-25,129.5399932861328,130.75999450683594,127.25,129.8800048828125,129.73110961914062,26762900,GOOGL
2023-08-28,131.30999755859375,132.5399932861328,130.13999938964844,131.00999450683594,130.85980224609375,20543300,GOOGL
2023-08-29,132.24000549316406,136.57000732421875,132.24000549316406,134.57000732421875,134.41574096679688,43075600,GOOGL
2023-08-30,134.77999877929688,136.27999877929688,134.07000732421875,135.8800048828125,135.72422790527344,28315800,GOOGL
2023-08-31,136.00999450683594,138.0,135.7899932861328,136.1699981689453,136.01390075683594,30053800,GOOGL
2023-09-01,137.4600067138672,137.4600067138672,134.85000610351562,135.66000366210938,135.50448608398438,21524600,GOOGL
2023-09-05,135.44000244140625,136.4199981689453,134.5800018310547,135.77000427246094,135.61436462402344,19403100,GOOGL
2023-09-06,136.02000427246094,136.52999877929688,133.6699981689453,134.4600067138672,134.3058624267578,18684500,GOOGL
2023-09-07,133.58999633789062,135.5800018310547,132.9499969482422,135.25999450683594,135.1049346923828,18844300,GOOGL
2023-09-08,134.91000366210938,136.66000366210938,134.85000610351562,136.3800048828125,136.22366333007812,23558300,GOOGL
2023-09-11,136.5399932861328,137.47999572753906,135.7899932861328,136.9199981689453,136.76303100585938,20763400,GOOGL
2023-09-12,136.25999450683594,136.8699951171875,135.19000244140625,135.33999633789062,135.18484497070312,18405500,GOOGL
2023-09-13,135.08999633789062,136.89999389648438,134.14999389648438,136.7100067138672,136.55328369140625,20749500,GOOGL
2023-09-14,137.60000610351562,138.6999969482422,136.24000549316406,138.10000610351562,137.9416961669922,24751000,GOOGL
2023-09-15,137.97999572753906,138.52000427246094,136.47999572753906,137.39999389648438,137.2424774169922,38908400,GOOGL
2023-09-18,136.61000061035156,139.16000366210938,136.61000061035156,138.2100067138672,138.0515594482422,21861300,GOOGL
2023-09-19,137.4199981689453,138.41000366210938,136.6199951171875,138.0399932861328,137.88174438476562,20353700,GOOGL
2023-09-20,138.0800018310547,138.0800018310547,133.6199951171875,133.74000549316406,133.58668518066406,29927500,GOOGL
2023-09-21,131.44000244140625,132.22999572753906,130.07000732421875,130.44000244140625,130.29046630859375,31488700,GOOGL
2023-09-22,130.75999450683594,132.02999877929688,129.60000610351562,130.25,130.10067749023438,26397300,GOOGL
2023-09-25,129.8300018310547,131.1699981689453,128.9600067138672,131.11000061035156,130.95970153808594,20094600,GOOGL
2023-09-26,129.77000427246094,130.36000061035156,127.22000122070312,128.57000732421875,128.42262268066406,25718700,GOOGL
2023-09-27,128.57000732421875,130.89999389648438,128.57000732421875,130.5399932861328,130.39035034179688,22746500,GOOGL
2023-09-28,129.83999633789062,133.3000030517578,129.7899932861328,132.30999755859375,132.1583251953125,22513100,GOOGL
2023-09-29,133.27999877929688,134.0500030517578,130.36000061035156,130.86000061035156,130.70999145507812,30848100,GOOGL
2023-10-02,131.2100067138672,134.4199981689453,131.1699981689453,134.1699981689453,134.0161895751953,22288000,GOOGL
2023-10-03,133.94000244140625,134.25999450683594,131.83999633789062,132.42999267578125,132.27818298339844,22989400,GOOGL
2023-10-04,132.7899932861328,135.57000732421875,132.52999877929688,135.24000549316406,135.08497619628906,26752300,GOOGL
2023-10-05,135.07000732421875,135.49000549316406,133.4499969482422,135.07000732421875,134.9151611328125,19832600,GOOGL
2023-10-06,134.00999450683594,138.16000366210938,134.00999450683594,137.5800018310547,137.4222869873047,27583200,GOOGL
2023-10-09,136.94000244140625,138.94000244140625,135.61000061035156,138.4199981689453,138.26132202148438,19278100,GOOGL
2023-10-10,138.5,139.72000122070312,137.3300018310547,138.05999755859375,137.9017333984375,27786600,GOOGL
2023-10-11,138.5800018310547,141.11000061035156,138.5800018310547,140.5500030517578,140.38888549804688,25884300,GOOGL
2023-10-12,141.0500030517578,141.22000122070312,138.25999450683594,138.97000122070312,138.81068420410156,24765500,GOOGL
2023-10-13,139.3800048828125,140.0,136.6199951171875,137.36000061035156,137.20252990722656,23420500,GOOGL
2023-10-16,138.1699981689453,139.6300048828125,137.99000549316406,139.10000610351562,138.9405517578125,28501900,GOOGL
2023-10-17,138.6300048828125,139.89999389648438,137.17999267578125,139.72000122070312,139.55982971191406,23515800,GOOGL
2023-10-18,139.4499969482422,140.72000122070312,137.3800048828125,137.9600067138672,137.80184936523438,23375000,GOOGL
2023-10-19,138.5,139.66000366210938,137.3800048828125,137.75,137.5920867919922,26066000,GOOGL
2023-10-20,137.3300018310547,137.8699951171875,135.0800018310547,135.60000610351562,135.44456481933594,26315200,GOOGL
2023-10-23,135.0399932861328,137.66000366210938,133.9499969482422,136.5,136.34352111816406,26317900,GOOGL
2023-10-24,137.8300018310547,139.36000061035156,137.4199981689453,138.80999755859375,138.65086364746094,44814300,GOOGL
2023-10-25,128.16000366210938,128.30999755859375,125.06999969482422,125.61000061035156,125.46600341796875,84366200,GOOGL
2023-10-26,123.2699966430664,124.33000183105469,121.2699966430664,122.27999877929688,122.13981628417969,57061100,GOOGL
2023-10-27,122.87999725341797,123.30999755859375,120.20999908447266,122.16999816894531,122.02994537353516,44566500,GOOGL
2023-10-30,123.20999908447266,125.4000015258789,122.75,124.45999908447266,124.31732177734375,28940100,GOOGL
2023-10-31,125.05999755859375,125.37000274658203,122.69000244140625,124.08000183105469,123.93775939941406,26292300,GOOGL
2023-11-01,124.06999969482422,126.48999786376953,123.72000122070312,126.44999694824219,126.30503845214844,30082400,GOOGL
2023-11-02,128.4199981689453,128.97999572753906,126.93000030517578,127.48999786376953,127.3438491821289,27124600,GOOGL
2023-11-03,128.02000427246094,129.52999877929688,127.86000061035156,129.10000610351562,128.95201110839844,26380100,GOOGL
2023-11-06,129.0500030517578,130.33999633789062,128.6699981689453,130.25,130.10067749023438,19052700,GOOGL
2023-11-07,130.7100067138672,131.91000366210938,129.8800048828125,130.97000122070312,130.81985473632812,29757300,GOOGL
2023-11-08,130.97000122070312,132.2100067138672,130.77999877929688,131.83999633789062,131.68885803222656,26425800,GOOGL
2023-11-09,131.9600067138672,132.5500030517578,130.07000732421875,130.24000549316406,130.0906982421875,23747800,GOOGL
2023-11-10,130.10000610351562,132.8000030517578,129.41000366210938,132.58999633789062,132.43800354003906,26913300,GOOGL
2023-11-13,131.77999877929688,132.58999633789062,131.25,132.08999633789062,131.93856811523438,18324800,GOOGL
2023-11-14,134.19000244140625,135.6999969482422,133.32000732421875,133.6199951171875,133.46681213378906,32395200,GOOGL
2023-11-15,134.8699951171875,135.02999877929688,133.57000732421875,134.6199951171875,134.46566772460938,23861500,GOOGL
2023-11-16,135.19000244140625,137.22000122070312,134.32000732421875,136.92999267578125,136.7730255126953,28013200,GOOGL
2023-11-17,136.0,136.05999755859375,133.64999389648438,135.30999755859375,135.15487670898438,37240600,GOOGL
2023-11-20,133.69000244140625,136.66000366210938,133.6199951171875,136.25,136.09381103515625,27815500,GOOGL
2023-11-21,136.2899932861328,137.17999267578125,135.9600067138672,136.97000122070312,136.81298828125,22635300,GOOGL
2023-11-22,137.47000122070312,139.4199981689453,137.47000122070312,138.49000549316406,138.33123779296875,17813900,GOOGL
2023-11-24,138.02999877929688,138.1300048828125,135.99000549316406,136.69000244140625,136.53330993652344,12514300,GOOGL
2023-11-27,136.02999877929688,138.4199981689453,136.0,136.41000366210938,136.25363159179688,23436500,GOOGL
2023-11-28,136.0800018310547,137.25,135.4199981689453,137.1999969482422,137.04270935058594,18730000,GOOGL
2023-11-29,137.57000732421875,138.2899932861328,134.83999633789062,134.99000549316406,134.8352508544922,23967200,GOOGL
2023-11-30,135.0500030517578,135.5500030517578,131.27999877929688,132.52999877929688,132.37806701660156,38988300,GOOGL
2023-12-01,131.86000061035156,132.11000061035156,130.6699981689453,131.86000061035156,131.70884704589844,31431200,GOOGL
2023-12-04,129.8800048828125,130.02999877929688,127.9000015258789,129.27000427246094,129.12181091308594,36669900,GOOGL
2023-12-05,128.9499969482422,132.13999938964844,128.25,130.99000549316406,130.83984375,27384800,GOOGL
